Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
female,group B,high school,standard,completed,67,72,77
male,group D,some high school,standard,none,89,86,83
female,group B,some college,standard,none,68,67,70
female,group C,some high school,standard,none,60,71,70
female,group D,bachelor's degree,free/reduced,none,60,71,74
male,group B,some college,free/reduced,completed,59,69,65
female,group B,associate's degree,standard,none,58,64,61
male,group C,bachelor's degree,free/reduced,none,46,52,46
female,group C,associate's degree,standard,none,69,80,77
female,group C,some high school,standard,completed,80,97,96
female,group D,some college,standard,completed,41,54,62
male,group C,some high school,free/reduced,completed,56,54,57
female,group D,high school,standard,none,75,93,89
male,group E,associate's degree,standard,completed,96,88,84
female,group E,high school,standard,none,56,59,58
male,group C,associate's degree,standard,none,30,26,27
male,group C,some high school,standard,none,70,63,55
female,group D,some college,free/reduced,none,64,69,75
female,group C,some college,free/reduced,completed,75,80,80
female,group D,associate's degree,standard,none,68,65,76
female,group C,some college,standard,completed,53,66,67
female,group C,some high school,standard,none,43,46,38
male,group C,some college,standard,completed,97,84,89
female,group B,some high school,free/reduced,completed,35,52,54
male,group D,bachelor's degree,free/reduced,none,67,67,72
female,group D,high school,standard,none,57,69,72
female,group C,associate's degree,free/reduced,completed,67,76,81
female,group B,high school,standard,none,78,80,81
male,group A,bachelor's degree,standard,none,60,47,47
female,group B,bachelor's degree,standard,none,77,84,87
female,group C,some college,standard,none,55,61,52
male,group D,associate's degree,standard,none,55,66,61
male,group C,high school,standard,none,40,48,36
female,group C,associate's degree,standard,none,95,100,95
female,group B,associate's degree,free/reduced,none,50,60,65
male,group C,some college,standard,none,70,58,50
female,group B,master's degree,standard,none,59,61,58
female,group C,associate's degree,standard,completed,77,92,94
female,group E,some high school,standard,completed,52,59,66
male,group D,associate's degree,standard,completed,100,93,93
female,group B,bachelor's degree,standard,none,52,52,56
male,group B,high school,free/reduced,none,51,46,42
male,group C,some college,free/reduced,none,55,63,59
male,group B,some high school,free/reduced,completed,64,63,60
female,group E,high school,free/reduced,completed,58,63,62
female,group C,associate's degree,free/reduced,none,57,59,62
male,group C,some college,standard,completed,65,74,72
female,group E,some college,free/reduced,none,51,67,65
female,group C,associate's degree,free/reduced,none,38,58,54
male,group E,high school,free/reduced,none,68,64,56
male,group D,bachelor's degree,standard,none,89,94,92
female,group B,high school,standard,completed,29,44,41
female,group A,associate's degree,standard,none,57,59,61
male,group B,some high school,standard,completed,82,62,64
female,group A,bachelor's degree,standard,none,72,80,78
female,group C,master's degree,standard,completed,84,92,100
male,group D,associate's degree,standard,completed,84,86,87
male,group E,bachelor's degree,free/reduced,none,80,59,58
male,group E,associate's degree,standard,none,82,76,72
male,group B,high school,free/reduced,none,65,54,48
male,group C,some college,standard,none,75,66,64
male,group B,some college,free/reduced,none,42,36,37
male,group D,high school,standard,none,78,78,77
female,group C,high school,free/reduced,none,69,77,72
male,group B,some college,free/reduced,none,57,55,50
female,group B,high school,standard,completed,59,72,66
male,group D,associate's degree,standard,none,50,53,48
female,group A,some high school,standard,none,83,90,81
female,group A,some high school,standard,none,55,59,59
female,group C,some high school,free/reduced,none,56,61,57
male,group D,master's degree,free/reduced,none,45,53,53
female,group B,associate's degree,free/reduced,completed,75,92,88
male,group C,master's degree,standard,none,86,80,77
male,group E,bachelor's degree,free/reduced,completed,73,69,67
male,group B,high school,standard,none,66,65,64
male,group B,high school,free/reduced,none,62,57,54
male,group C,high school,free/reduced,completed,69,62,62
female,group D,some college,free/reduced,completed,77,90,96
male,group C,some college,standard,none,73,72,70
male,group C,associate's degree,free/reduced,none,40,44,40
male,group B,some college,free/reduced,completed,65,66,64
male,group C,high school,standard,completed,77,77,83
male,group C,associate's degree,standard,none,73,69,60
female,group D,bachelor's degree,free/reduced,none,75,77,78
female,group C,some high school,free/reduced,completed,60,81,78
female,group B,associate's degree,free/reduced,none,54,61,60
male,group C,some high school,standard,none,72,57,56
male,group C,high school,standard,none,68,62,61
female,group E,high school,standard,none,65,54,51
male,group B,high school,standard,completed,64,63,62
female,group E,associate's degree,free/reduced,none,58,83,80
male,group C,bachelor's degree,free/reduced,none,54,58,53
female,group B,some high school,standard,completed,78,86,84
female,group B,master's degree,free/reduced,none,46,64,61
male,group C,high school,standard,none,58,60,51
female,group C,associate's degree,standard,none,73,87,81
male,group D,some high school,free/reduced,none,56,62,64
male,group E,high school,standard,completed,65,67,62
male,group D,bachelor's degree,standard,none,94,90,94
female,group C,high school,free/reduced,none,56,67,57
female,group B,associate's degree,free/reduced,completed,40,62,61
male,group B,associate's degree,free/reduced,none,72,68,74
female,group D,high school,free/reduced,completed,37,57,61
female,group E,some high school,standard,none,64,75,69
female,group C,high school,free/reduced,completed,75,88,86
male,group D,some college,standard,completed,55,53,59
female,group E,master's degree,free/reduced,none,74,71,68
male,group A,bachelor's degree,free/reduced,completed,77,87,83
male,group A,some college,standard,completed,81,73,74
female,group B,high school,standard,completed,69,79,82
male,group D,associate's degree,standard,completed,88,87,87
male,group D,some high school,free/reduced,none,48,56,48
male,group C,master's degree,free/reduced,completed,52,48,50
female,group C,high school,free/reduced,completed,33,56,57
male,group D,some high school,standard,none,66,65,54
male,group D,bachelor's degree,free/reduced,none,44,47,44
male,group D,some high school,free/reduced,completed,67,64,66
female,group D,some high school,free/reduced,completed,67,85,82
female,group B,master's degree,standard,none,57,84,81
female,group C,bachelor's degree,standard,completed,72,80,87
male,group E,some high school,standard,none,74,66,58
female,group B,some high school,free/reduced,completed,39,64,58
female,group D,high school,standard,completed,76,81,83
female,group B,high school,standard,none,70,78,78
male,group B,some college,standard,none,83,86,75
male,group C,some college,standard,completed,93,93,88
female,group D,associate's degree,free/reduced,none,52,56,61
female,group C,associate's degree,free/reduced,completed,47,65,57
female,group A,bachelor's degree,standard,completed,81,82,83
male,group D,some college,standard,completed,90,87,85
female,group E,some high school,standard,none,71,61,63
male,group C,some high school,standard,none,54,49,43
female,group E,master's degree,free/reduced,none,74,73,78
male,group C,some college,standard,completed,83,86,81
female,group A,some college,standard,completed,83,83,89
male,group D,associate's degree,free/reduced,none,68,62,59
male,group B,some college,free/reduced,none,45,42,38
male,group C,high school,standard,none,66,65,55
male,group C,associate's degree,free/reduced,none,42,48,44
female,group A,master's degree,standard,none,69,83,81
male,group D,associate's degree,standard,none,65,46,52
male,group B,some college,free/reduced,completed,57,59,58
female,group C,associate's degree,standard,none,60,76,75
female,group C,some high school,standard,completed,64,78,79
male,group D,high school,standard,none,66,60,63
male,group B,high school,standard,none,59,68,59
female,group D,some college,standard,completed,78,92,100
male,group C,associate's degree,standard,none,52,41,44
male,group B,some high school,standard,none,65,60,61
male,group B,high school,standard,none,57,57,53
female,group A,high school,free/reduced,completed,53,71,74
male,group C,some college,standard,none,75,71,64
male,group E,high school,standard,none,61,63,53
male,group D,some high school,standard,none,72,64,61
male,group B,high school,standard,none,74,65,59
male,group D,some college,standard,none,94,88,89
male,group C,high school,standard,completed,100,94,97
female,group C,some college,free/reduced,none,52,68,67
male,group C,bachelor's degree,standard,completed,77,88,84
male,group C,high school,standard,none,73,63,61
male,group C,bachelor's degree,standard,completed,100,93,98
female,group C,some college,standard,none,60,65,64
male,group B,bachelor's degree,standard,none,63,47,47
male,group C,some college,free/reduced,none,55,61,60
male,group B,master's degree,standard,none,100,90,90
male,group D,master's degree,free/reduced,none,66,63,64
male,group C,high school,standard,completed,56,46,50
female,group D,associate's degree,standard,completed,57,75,81
female,group C,high school,free/reduced,none,43,58,53
female,group C,high school,standard,none,75,96,94
male,group C,high school,standard,none,59,59,53
male,group C,bachelor's degree,standard,none,86,81,69
male,group D,some high school,free/reduced,completed,70,70,67
female,group C,master's degree,standard,none,90,95,95
female,group E,bachelor's degree,free/reduced,none,58,62,66
male,group C,high school,standard,none,76,67,72
female,group E,associate's degree,free/reduced,none,79,78,82
female,group D,bachelor's degree,standard,none,52,58,65
male,group E,some high school,standard,none,50,36,33
female,group B,associate's degree,standard,completed,53,72,75
female,group D,associate's degree,free/reduced,none,38,70,62
male,group A,associate's degree,free/reduced,completed,51,59,54
female,group C,associate's degree,standard,none,69,79,76
male,group D,some college,standard,completed,91,80,82
female,group D,associate's degree,standard,none,69,73,74
male,group C,some high school,standard,none,70,70,64
male,group C,some college,standard,completed,86,87,90
female,group B,high school,free/reduced,completed,39,48,50
male,group B,some college,standard,none,42,24,21
female,group C,associate's degree,free/reduced,completed,56,73,77
male,group A,associate's degree,free/reduced,completed,61,67,66
female,group C,master's degree,free/reduced,none,47,62,63
female,group E,high school,free/reduced,completed,64,92,85
male,group E,some college,standard,none,76,58,51
female,group C,bachelor's degree,standard,completed,80,78,83
male,group B,high school,free/reduced,none,54,56,46
female,group C,associate's degree,standard,completed,100,100,100
female,group D,some college,free/reduced,none,62,82,81
male,group C,associate's degree,free/reduced,none,64,59,50
male,group C,some college,standard,completed,79,70,66
male,group D,high school,free/reduced,none,51,48,49
female,group B,associate's degree,standard,completed,88,92,93
male,group B,associate's degree,standard,none,79,70,68
female,group D,associate's degree,free/reduced,none,46,60,64
male,group C,associate's degree,standard,completed,91,89,91
male,group B,some college,standard,none,77,70,65
female,group C,bachelor's degree,free/reduced,none,69,72,74
female,group C,bachelor's degree,standard,none,82,95,91
female,group C,bachelor's degree,standard,completed,84,83,92
female,group C,associate's degree,standard,none,84,93,99
male,group C,some high school,standard,completed,51,49,40
male,group E,associate's degree,free/reduced,completed,74,61,64
male,group E,associate's degree,standard,none,64,51,47
female,group A,some high school,standard,completed,57,70,67
male,group C,associate's degree,standard,none,67,57,57
male,group C,bachelor's degree,free/reduced,none,60,63,57
male,group D,associate's degree,free/reduced,completed,60,67,66
female,group C,associate's degree,free/reduced,none,69,87,85
male,group B,high school,free/reduced,none,73,77,71
male,group B,associate's degree,free/reduced,none,49,43,45
female,group C,high school,standard,none,41,49,51
male,group E,some college,standard,none,83,72,72
female,group C,some high school,standard,none,57,64,67
female,group D,associate's degree,free/reduced,completed,35,55,48
female,group C,bachelor's degree,standard,completed,72,85,84
male,group B,some college,standard,none,73,65,59
female,group C,some college,standard,completed,51,60,60
female,group D,some college,standard,none,80,96,93
male,group C,some high school,free/reduced,none,76,78,68
female,group C,some high school,free/reduced,none,65,66,69
male,group C,associate's degree,standard,completed,78,68,66
female,group D,master's degree,standard,none,66,68,69
female,group D,some college,standard,completed,72,84,86
female,group E,high school,standard,none,72,70,71
female,group B,some college,standard,none,52,59,61
male,group E,master's degree,free/reduced,none,71,64,62
male,group B,some college,standard,completed,68,66,69
female,group B,some high school,standard,completed,75,89,88
male,group E,bachelor's degree,free/reduced,none,65,68,63
male,group D,bachelor's degree,standard,none,70,74,66
female,group C,some college,standard,completed,65,67,69
female,group E,some college,free/reduced,none,59,73,64
female,group E,associate's degree,standard,none,76,89,84
female,group C,some high school,standard,completed,83,89,89
female,group C,master's degree,standard,none,82,89,90
female,group E,associate's degree,standard,none,98,100,100
female,group E,some college,standard,none,54,65,66
female,group B,bachelor's degree,free/reduced,completed,68,74,83
female,group B,some college,standard,none,44,45,48
male,group A,master's degree,free/reduced,none,65,61,65
male,group C,some college,standard,completed,68,67,65
female,group B,associate's degree,free/reduced,completed,76,86,94
female,group A,associate's degree,free/reduced,none,57,62,67
male,group C,some college,standard,none,82,85,78
female,group B,high school,standard,none,76,75,77
male,group D,associate's degree,standard,none,69,67,73
female,group A,some college,standard,none,40,46,44
female,group E,some high school,free/reduced,none,83,87,88
female,group B,some college,standard,completed,60,63,66
male,group D,associate's degree,standard,none,60,61,57
male,group E,high school,free/reduced,none,49,44,38
female,group D,high school,standard,none,83,85,90
male,group C,some high school,free/reduced,none,45,46,40
female,group C,some college,free/reduced,none,28,47,40
female,group D,bachelor's degree,standard,none,92,95,100
male,group C,high school,standard,none,78,81,76
male,group B,some college,free/reduced,none,53,55,55
female,group B,some college,standard,completed,58,70,72
female,group B,some high school,standard,completed,79,81,85
male,group D,associate's degree,free/reduced,completed,53,51,55
female,group B,associate's degree,standard,none,61,76,78
male,group E,associate's degree,free/reduced,none,63,56,53
male,group B,some high school,free/reduced,completed,74,82,81
male,group B,associate's degree,standard,none,96,83,81
male,group B,some college,free/reduced,completed,72,67,65
male,group C,high school,standard,none,59,53,51
female,group B,associate's degree,standard,completed,79,87,88
female,group D,some college,free/reduced,completed,67,79,75
male,group B,some college,standard,none,64,65,66
male,group C,high school,free/reduced,none,82,83,70
male,group C,associate's degree,standard,completed,85,84,85
male,group C,some high school,standard,none,48,51,54
female,group D,associate's degree,free/reduced,completed,42,55,58
male,group D,some high school,standard,completed,71,65,68
male,group C,associate's degree,standard,none,64,57,62
female,group C,some high school,standard,none,57,67,67
male,group B,high school,free/reduced,none,59,61,52
male,group C,high school,standard,none,75,66,65
female,group B,some high school,free/reduced,none,49,66,60
female,group A,some high school,standard,completed,59,66,68
female,group B,associate's degree,standard,none,65,66,66
female,group D,high school,free/reduced,none,50,59,59
male,group B,some college,free/reduced,none,41,49,43
female,group D,high school,free/reduced,completed,23,35,42
male,group D,some college,standard,completed,86,88,87
male,group E,bachelor's degree,free/reduced,none,73,72,66
male,group E,some high school,standard,none,96,90,83
female,group D,bachelor's degree,free/reduced,none,44,59,57
female,group B,associate's degree,standard,none,59,59,59
female,group D,some high school,standard,none,80,93,97
female,group B,some college,standard,none,49,67,71
male,group B,some high school,standard,none,83,72,65
male,group C,some high school,standard,completed,86,78,87
female,group A,some college,standard,none,63,76,69
female,group C,some high school,standard,none,56,52,54
female,group B,some college,standard,completed,69,68,72
female,group E,high school,standard,none,75,89,83
male,group B,some college,standard,completed,56,53,57
female,group E,some high school,free/reduced,completed,35,45,44
female,group E,bachelor's degree,free/reduced,none,66,74,75
male,group D,associate's degree,standard,none,65,59,58
male,group D,master's degree,free/reduced,completed,59,64,59
male,group E,high school,standard,none,89,77,80
male,group E,bachelor's degree,standard,none,95,80,74
female,group D,bachelor's degree,free/reduced,completed,58,76,82
female,group C,high school,standard,none,70,73,70
female,group C,some high school,free/reduced,none,49,56,56
female,group C,master's degree,standard,none,73,85,81
female,group E,some college,standard,completed,68,78,79
female,group A,some college,free/reduced,none,59,72,74
male,group C,bachelor's degree,standard,completed,96,100,100
female,group B,high school,standard,none,69,79,73
female,group B,associate's degree,standard,completed,73,87,93
female,group E,some college,standard,none,67,72,69
male,group C,high school,free/reduced,completed,54,46,46
female,group C,high school,standard,none,19,44,41
female,group E,high school,standard,none,71,69,68
male,group D,high school,free/reduced,none,38,35,40
male,group B,high school,standard,none,83,77,76
male,group D,some high school,free/reduced,none,50,46,50
male,group C,high school,standard,completed,93,92,90
female,group B,associate's degree,standard,none,82,80,81
male,group B,bachelor's degree,standard,none,67,61,62
male,group D,some high school,standard,none,80,82,74
male,group B,some high school,standard,none,69,63,54
female,group C,master's degree,free/reduced,completed,72,91,89
female,group C,some college,standard,none,79,94,89
female,group D,high school,standard,completed,68,85,91
female,group C,some college,standard,none,67,76,71
male,group C,some high school,standard,completed,91,89,85
male,group D,bachelor's degree,standard,none,83,77,76
female,group D,associate's degree,standard,none,95,90,98
female,group B,high school,standard,none,37,44,42
female,group A,high school,free/reduced,none,23,38,35
male,group C,high school,standard,none,49,45,43
female,group E,some college,standard,none,86,75,77
female,group A,some college,standard,none,56,61,62
female,group C,bachelor's degree,free/reduced,completed,61,68,71
female,group C,high school,free/reduced,completed,54,70,71
female,group B,associate's degree,standard,completed,76,87,84
male,group C,associate's degree,standard,completed,97,91,85
female,group D,high school,free/reduced,none,59,78,73
female,group C,master's degree,standard,none,66,72,73
male,group A,associate's degree,free/reduced,none,55,47,49
male,group C,master's degree,free/reduced,completed,77,74,78
female,group D,bachelor's degree,standard,none,51,51,64
male,group D,some college,free/reduced,none,67,67,64
male,group C,some college,standard,none,67,64,66
male,group D,associate's degree,standard,none,74,61,60
female,group C,some high school,standard,completed,68,84,70
female,group C,high school,free/reduced,none,37,49,47
male,group C,associate's degree,standard,none,69,63,65
female,group E,some college,standard,none,56,63,65
male,group D,some high school,standard,completed,72,64,62
male,group E,some high school,free/reduced,none,75,69,66
female,group B,some high school,standard,none,64,67,69
male,group A,high school,standard,completed,70,65,67
male,group B,high school,standard,completed,55,55,56
female,group C,some college,standard,none,35,58,48
female,group D,some high school,standard,none,49,51,50
male,group E,some college,standard,none,91,79,82
male,group C,associate's degree,standard,none,56,68,60
female,group E,high school,free/reduced,none,56,67,63
female,group D,high school,free/reduced,none,70,79,79
female,group D,some high school,standard,none,52,59,62
male,group C,some college,standard,completed,86,82,82
female,group D,some college,free/reduced,none,76,84,83
male,group E,some high school,standard,none,63,46,44
male,group D,associate's degree,standard,completed,83,89,89
female,group D,high school,standard,none,57,66,69
male,group C,some college,standard,none,80,74,67
female,group E,some high school,standard,completed,52,75,67
female,group A,some college,standard,none,94,90,93
male,group D,some high school,standard,none,85,84,87
female,group C,high school,free/reduced,none,67,81,74
male,group C,some college,free/reduced,none,59,65,57
female,group B,some high school,free/reduced,completed,60,75,76
male,group D,master's degree,free/reduced,none,55,50,54
female,group A,some high school,free/reduced,none,58,67,67
female,group B,some high school,standard,completed,62,73,75
female,group D,associate's degree,free/reduced,none,63,72,72
male,group C,associate's degree,standard,none,68,60,58
female,group D,bachelor's degree,standard,none,69,69,77
male,group C,associate's degree,standard,none,58,66,63
male,group C,some high school,free/reduced,none,63,54,54
female,group D,high school,free/reduced,none,47,59,62
female,group A,some college,standard,none,45,55,54
female,group B,some college,free/reduced,none,41,62,56
female,group C,some college,free/reduced,none,57,77,69
male,group D,some college,standard,none,80,77,76
male,group B,associate's degree,standard,completed,90,81,86
male,group E,some college,free/reduced,completed,67,64,59
female,group D,some college,free/reduced,completed,69,82,92
female,group A,associate's degree,standard,none,79,83,84
female,group B,some college,standard,completed,68,80,81
male,group B,high school,standard,none,63,54,61
male,group E,bachelor's degree,free/reduced,none,56,62,57
female,group C,associate's degree,standard,none,57,62,61
female,group A,some high school,standard,completed,72,85,86
female,group D,master's degree,standard,completed,81,93,93
female,group D,master's degree,free/reduced,none,52,74,71
male,group A,some high school,free/reduced,none,29,37,30
female,group C,some college,standard,completed,72,73,76
male,group C,bachelor's degree,standard,none,70,62,62
female,group D,some high school,standard,none,47,61,57
female,group C,some high school,free/reduced,completed,36,64,62
male,group D,associate's degree,standard,none,78,82,81
male,group C,some college,standard,none,88,86,79
female,group C,some college,standard,completed,39,50,53
male,group C,some college,standard,completed,67,76,71
male,group D,some college,free/reduced,none,34,33,33
female,group B,bachelor's degree,standard,none,74,77,82
female,group B,high school,free/reduced,none,48,70,67
female,group B,high school,standard,none,74,88,85
male,group C,associate's degree,standard,completed,61,48,54
female,group B,bachelor's degree,standard,none,88,89,90
female,group D,associate's degree,standard,none,71,69,71
female,group D,some high school,standard,none,62,78,77
female,group B,bachelor's degree,standard,none,89,97,100
male,group E,some college,standard,none,71,49,54
female,group C,some college,free/reduced,none,27,40,40
female,group C,some college,standard,none,79,88,84
female,group D,some high school,free/reduced,none,39,54,56
female,group C,associate's degree,free/reduced,completed,54,68,65
female,group D,high school,standard,none,72,72,74
male,group E,some high school,standard,completed,70,63,66
female,group D,some college,standard,none,69,80,83
male,group E,associate's degree,free/reduced,none,68,50,47
female,group B,high school,standard,completed,68,79,81
female,group D,some college,standard,completed,71,88,91
female,group C,some high school,standard,none,70,75,76
male,group D,some high school,standard,completed,87,81,86
male,group C,high school,free/reduced,completed,69,69,64
female,group C,some high school,standard,none,64,73,67
female,group C,some high school,standard,completed,65,65,64
male,group C,master's degree,standard,none,55,56,53
male,group B,some high school,free/reduced,none,68,59,53
female,group C,high school,standard,none,66,77,72
female,group A,some college,standard,none,64,71,78
female,group C,some college,standard,completed,54,76,81
male,group A,high school,standard,completed,69,61,59
female,group D,some high school,standard,none,42,48,52
male,group D,some high school,free/reduced,none,61,51,48
male,group B,master's degree,standard,none,75,65,61
male,group D,bachelor's degree,standard,none,73,67,66
male,group D,some college,standard,completed,88,77,79
female,group C,some high school,standard,none,57,73,66
male,group D,some college,standard,none,73,77,75
female,group B,some college,standard,completed,79,78,81
male,group C,bachelor's degree,standard,completed,68,64,75
female,group B,high school,standard,none,64,60,60
male,group A,high school,free/reduced,none,79,70,64
male,group C,some college,standard,none,74,66,65
male,group B,high school,free/reduced,none,54,60,57
female,group B,high school,standard,completed,44,55,51
male,group A,some high school,free/reduced,none,69,69,71
male,group E,some college,standard,completed,91,80,78
male,group B,master's degree,free/reduced,none,49,45,44
male,group C,high school,free/reduced,none,61,64,58
male,group C,some college,standard,none,82,80,70
male,group D,some college,standard,none,60,56,57
female,group C,master's degree,free/reduced,none,74,85,83
female,group C,some high school,standard,completed,94,97,92
male,group B,associate's degree,free/reduced,completed,36,36,41
male,group E,some college,standard,none,78,64,57
male,group D,master's degree,standard,none,79,77,72
female,group B,bachelor's degree,free/reduced,none,43,66,65
female,group A,master's degree,free/reduced,none,44,62,56
male,group D,associate's degree,free/reduced,none,75,74,70
female,group C,some high school,free/reduced,none,68,75,69
female,group D,high school,standard,none,70,79,75
female,group B,associate's degree,standard,none,88,95,89
female,group C,some college,standard,completed,57,73,77
male,group C,high school,free/reduced,completed,55,62,59
male,group E,some college,free/reduced,completed,55,54,54
female,group D,bachelor's degree,standard,none,61,76,72
male,group E,some college,standard,completed,79,70,73
female,group C,some college,standard,none,43,47,52
female,group D,some college,free/reduced,completed,56,72,73
male,group B,some high school,standard,none,49,44,40
female,group A,high school,standard,none,82,78,77
male,group C,high school,free/reduced,none,64,61,57
male,group D,associate's degree,free/reduced,none,46,53,46
female,group E,high school,standard,completed,73,74,74
female,group B,master's degree,free/reduced,none,67,72,71
female,group C,high school,standard,completed,72,72,76
female,group E,bachelor's degree,free/reduced,none,75,72,70
female,group D,some high school,free/reduced,none,47,51,51
male,group D,associate's degree,standard,completed,91,89,95
male,group B,high school,standard,none,61,49,49
female,group D,some college,free/reduced,none,52,66,66
male,group D,high school,standard,none,73,68,66
male,group D,associate's degree,standard,none,72,68,71
male,group E,some college,free/reduced,completed,37,43,39
female,group A,bachelor's degree,free/reduced,none,72,82,81
male,group D,associate's degree,standard,none,64,56,55
male,group D,associate's degree,free/reduced,completed,95,94,94
male,group D,high school,free/reduced,none,47,50,38
male,group D,some high school,free/reduced,none,57,46,45
female,group D,some college,standard,none,54,64,69
female,group B,high school,free/reduced,none,70,84,86
female,group E,some college,free/reduced,none,63,74,76
male,group B,high school,free/reduced,completed,70,66,65
female,group E,bachelor's degree,standard,none,75,83,83
female,group C,some college,free/reduced,none,26,41,40
male,group E,high school,free/reduced,none,65,62,60
female,group D,some college,free/reduced,completed,39,49,58
male,group B,some high school,free/reduced,completed,73,68,73
male,group B,some college,free/reduced,completed,77,83,84
female,group B,some high school,free/reduced,none,42,45,47
female,group D,some college,standard,completed,71,88,88
female,group D,some college,standard,completed,58,60,62
female,group B,some college,standard,none,66,72,74
female,group C,associate's degree,standard,none,65,70,73
female,group C,high school,free/reduced,none,62,74,68
female,group C,some college,free/reduced,completed,54,62,64
male,group E,master's degree,standard,none,91,84,86
male,group B,some college,free/reduced,completed,52,50,56
female,group E,some college,standard,none,81,89,82
female,group D,some high school,free/reduced,completed,47,65,64
male,group B,some high school,standard,completed,64,69,53
female,group A,associate's degree,free/reduced,completed,57,62,64
male,group B,some college,standard,none,40,42,39
male,group D,high school,free/reduced,none,64,59,50
male,group D,associate's degree,free/reduced,none,69,60,59
female,group A,some college,free/reduced,none,53,72,63
male,group D,associate's degree,standard,none,80,79,80
male,group E,some college,free/reduced,completed,68,61,62
male,group D,some college,standard,none,71,71,68
female,group A,master's degree,standard,none,92,99,100
male,group B,some high school,free/reduced,completed,59,64,51
male,group C,some high school,free/reduced,none,72,80,67
male,group C,high school,standard,none,68,63,60
female,group C,high school,standard,none,67,70,69
female,group A,high school,standard,none,60,82,74
female,group C,some college,standard,none,67,78,79
female,group B,associate's degree,standard,none,59,73,66
female,group A,some college,free/reduced,none,68,76,77
female,group D,associate's degree,standard,none,77,84,80
female,group B,associate's degree,free/reduced,none,69,86,82
female,group B,master's degree,standard,completed,64,83,82
female,group D,some college,free/reduced,completed,70,81,86
female,group B,some high school,standard,completed,48,53,53
male,group C,some college,standard,none,76,86,70
male,group D,bachelor's degree,free/reduced,none,73,70,67
male,group E,associate's degree,standard,none,78,68,64
male,group C,high school,standard,none,69,65,57
female,group C,bachelor's degree,standard,completed,76,88,88
male,group C,bachelor's degree,free/reduced,none,31,37,35
female,group C,associate's degree,standard,none,50,65,62
male,group C,high school,standard,none,80,71,66
female,group C,associate's degree,standard,completed,69,73,77
female,group E,some college,standard,completed,93,93,98
female,group D,associate's degree,free/reduced,none,60,80,76
female,group C,high school,free/reduced,completed,37,57,58
male,group C,some college,standard,completed,70,69,67
male,group B,high school,free/reduced,completed,71,79,74
female,group C,some high school,standard,none,65,79,72
male,group A,associate's degree,standard,completed,53,56,54
male,group C,master's degree,standard,none,70,71,64
female,group B,master's degree,standard,completed,93,100,100
male,group C,associate's degree,free/reduced,completed,50,55,49
female,group D,associate's degree,standard,none,67,65,64
male,group E,high school,standard,completed,91,85,85
female,group B,bachelor's degree,standard,none,84,93,93
male,group B,bachelor's degree,free/reduced,none,77,75,72
female,group C,associate's degree,free/reduced,none,82,86,83
male,group D,some college,standard,completed,61,64,61
male,group B,high school,free/reduced,completed,45,60,63
male,group E,high school,standard,none,52,39,33
male,group D,associate's degree,standard,none,51,50,48
male,group C,some high school,free/reduced,none,38,25,27
female,group C,high school,standard,none,40,47,46
female,group B,high school,standard,completed,41,48,52
female,group D,some college,standard,none,70,67,76
male,group B,high school,free/reduced,none,62,68,64
female,group E,high school,free/reduced,completed,75,72,78
male,group E,bachelor's degree,standard,completed,100,94,89
female,group C,associate's degree,standard,none,75,86,91
female,group C,associate's degree,standard,completed,73,78,84
female,group B,associate's degree,standard,none,84,91,88
male,group D,high school,free/reduced,none,40,46,37
female,group B,some college,free/reduced,none,57,69,63
female,group B,some college,standard,completed,69,85,88
male,group C,bachelor's degree,free/reduced,completed,85,88,84
female,group C,high school,standard,completed,61,63,67
male,group A,associate's degree,free/reduced,none,54,54,56
female,group A,high school,standard,none,51,57,57
female,group D,some college,free/reduced,none,43,54,48
male,group D,some college,free/reduced,none,61,64,55
male,group D,associate's degree,standard,none,92,86,82
female,group B,some college,free/reduced,none,9,31,29
female,group B,high school,free/reduced,completed,58,62,66
male,group E,bachelor's degree,standard,none,61,57,50
male,group B,some college,standard,completed,52,62,60
male,group C,high school,standard,none,58,48,46
female,group C,associate's degree,free/reduced,none,55,71,65
male,group A,associate's degree,free/reduced,none,62,57,49
female,group C,some college,free/reduced,none,55,59,62
female,group C,associate's degree,standard,completed,83,91,94
male,group C,some high school,free/reduced,none,45,50,39
male,group D,high school,free/reduced,none,51,55,50
female,group C,some college,standard,none,82,87,92
female,group C,associate's degree,standard,completed,94,96,97
male,group C,some college,standard,none,49,50,43
female,group E,high school,standard,completed,100,97,100
male,group E,high school,standard,completed,78,65,59
female,group D,bachelor's degree,standard,none,88,95,89
male,group E,associate's degree,standard,none,100,92,88
female,group C,some college,free/reduced,completed,54,70,70
female,group D,some college,free/reduced,completed,70,85,87
female,group D,high school,free/reduced,none,50,60,56
female,group C,bachelor's degree,free/reduced,none,41,48,55
female,group B,some high school,free/reduced,none,68,84,80
male,group C,some high school,standard,none,63,62,58
male,group D,some high school,standard,none,61,51,49
male,group C,master's degree,standard,none,79,69,74
male,group B,some high school,standard,none,69,59,56
female,group C,high school,standard,completed,73,84,86
male,group D,bachelor's degree,free/reduced,none,34,29,32
male,group C,some college,standard,none,65,56,52
male,group B,associate's degree,standard,completed,72,60,60
male,group C,associate's degree,standard,completed,52,41,45
female,group E,high school,standard,completed,82,83,86
male,group E,bachelor's degree,standard,none,97,90,88
female,group D,some high school,standard,completed,83,79,83
